title,price,info,composition,usage,precautions,brand,image,description,url,limpiar,tratar,proteger,composition_list,composition_list_standard,id
ampollas formula n10 martiderm color,s/ 84.90,"['hidratante.', 'antioxidante.', 'reafirmante.', 'proporciona luminosidad.', 'unifica el tono de piel.', 'nsoc54510-22pe']","3% proteoglicanos, 5% vitamina c-tech, bioshield, spectrum complex, pigmentos","agitar antes de usar para que los pigmentos se dispersen uniformemente y obtener un aspecto homogéneo. limpiar la piel y aplicar media ampolla por la mañana sobre cara, cuello y escote, con un suave masaje hasta su completa absorción.",uso tópico. no inyectable. no ingerible. mantener fuera del alcance de los niños. evitar contacto con ojos y mucosas,martiderm,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072128L.jpg,"ampollas con color formula n10 martiderm color touch spf30. mejoran la apariencia de la piel, proporcionándole un tono uniforme y saludable.",https://inkafarma.pe/producto/ampollas-formula-n10-martiderm-color-touch-spf30/072128,False,True,False,"['proteoglicanos', 'vitamina c-tech', 'bioshield', 'spectrum complex', 'pigmentos']","['pigmentos', 'proteoglicanos', 'bioshield', 'spectrum complex', 'vitamina c']",P0028
sérum hidratante cerave con ácido hialurónico,s/ 86.90,"['serum hidratante', 'deja la piel renovada y suave', 'restaura la barrera protectora de la piel', 'nsoc29038-24co']","ácido hialurónicovitamina b5 (pantenol)3 ceramidas esencialestecnología mve* ​hipoalergénico, no comedogénico, libre de fragancias, parabenos​",presionar el pump hasta que salga el producto​. aplicar uniformemente en rostro y cuello . evitar el contorno de los ojos ​,mantener fuera del alcance de los niños.,cerave,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072917L.jpg,sérum hidratante cerave con ácido hialurónico. hidrata intensamente y ayuda restaurar y reforzar la barrera protectora de la piel.,https://inkafarma.pe/producto/serum-hidratante-cerave-con-acido-hialuronico/072917,False,True,False,"['ácido hialurónicovitamina b5 (pantenol)3 ceramidas esencialestecnología mve* \u200bhipoalergénico', 'no comedogénico', 'libre de fragancias', 'parabenos\u200b']","['parabenos', 'ácido hialurónico']",P0029
gel de ducha atoderm bioderma 1000ml,s/ 126.90,"['purifica la piel.', 'protege e hidrata la piel.', 'para pieles normales a secas.', 'nsoc50775-21pe']","complejo skink protect complex (vitamina pp,combinación de azucares), glicerina,glucosido de coco,oleato de glicerilo, sulfato de cobre",usar el producto de la siguiente manera:,"uso para bebés, niños y adultos.",bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037389L.jpg,"gel de ducha atoderm bioderma te ayuda con la limpieza y cuidado de la piel, es un gel sin jabón que suaviza y protege la epidermis.",https://inkafarma.pe/producto/gel-de-ducha-atoderm-bioderma-frasco-1000ml/037389,True,False,False,"['complejo skink protect complex (vitamina pp', 'combinación de azucares)', 'glicerina', 'glucosido de coco', 'oleato de glicerilo', 'sulfato de cobre']","['glucósido de coco', 'glicerina', 'vitamina b3', 'oleato de glicerilo', 'sulfato de cobre']",P0030
fotoprotector en gel isdin fusion sport - inkafarma,s/ 134.90,"['textura ultraligera', 'para la actividad física', 'resistente al sudor', 'protección celular', 'nsoc62055-23pe']",ginger gel protect,"aplicar fusion gel sport spf 50 generosamente sobre la piel media hora antes de la exposición solar. reaplica cada 2 horas o todas las veces que se consideres necesario, incluso sobre piel húmeda. al reducir la cantidad de producto aplicada se reduce el factor de protección.",uso externo. mantener el producto fuera del alcance de los niños. evitar el contacto con ojos y mucosas.,isdin,,,https://inkafarma.pe/producto/fotoprotector-en-gel-isdin-fusion-sport/077780,False,False,True,['ginger gel protect'],['ginger gel protect'],P0031
sérum voluminizador avène hyaluron activ b3,s/ 216.90,['nsoc58023-23pe'],"composición detalladaavene thermal spring water (avene aqua), niacinamide, glycerin, pentylene glycol, sodium hyaluronate, adenosine, citric acid, sodium benzoate94% de ingredientes de origen naturalse aconseja al consumidor que consulte sistemáticamente la composición del producto antes de comprarlo","frecuencia de uso:1 a 2 veces al díaconsejos de uso:aplicar 1-2 gotas en el rostro, alrededor de los ojos, cuello y escote, por la mañana y/o por la noche, solo o antes de un tratamiento.",,avène,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/069154L.jpg,"sérum concentrado voluminizador avène hyaluron activ b3. con ácido hialurónico y niacinamida, dos compuestos que actúan sobre la causa del envejecimiento.",https://inkafarma.pe/producto/serum-avene-hyaluron-activ-b3-rellenador/069154,False,True,False,"['composición detalladaavene thermal spring water (avene aqua)', 'niacinamide', 'glycerin', 'pentylene glycol', 'sodium hyaluronate', 'adenosine', 'citric acid', 'sodium benzoate de ingredientes de origen naturalse aconseja al consumidor que consulte sistemáticamente la composición del producto antes de comprarlo']","['hialuronato de sodio', 'pentilenglicol', 'ácido cítrico', 'benzoato de sodio', 'glicerina', 'niacinamida', 'adenosina', 'agua']",P0032
loción hidratante eucerin ph5,s/ 122.90,"['loción corporal para niños y adultos', 'para las necesidades especiales de la piel sensible', 'brinda humectación por 24 horas', 'hidrata y protege la piel', 'con dexpantenol y vitamina e']",aqua glicerina pantenol c15-19 alkane cetyl palmitate caprylic-capric-triglyceride cetyl alcohol hydrogenated coco-glycerides polybutene glyceryl stearate se citric acid sodium citrate tocopheryl acetate sorbitan stearate sodium cetearyl sulfate stearyl alcohol dimethicone carbomer sodium hydroxide tapioca starch trisodium edta pentylene glycol caprylyl glycol phenoxyethanol benzyl alcohol bht parfum,"▪ después el baño masajea suavemente tu piel. ▪ para uso diario, con hasta 24 horas de protección y una piel suave como el terciopelo.",▪ uso externo.  ▪ evite el contacto con los ojos. ▪ mantener fuera del alcance de los niños.  ▪ si observa alguna reacción desfavorable suspenda su uso; en caso que persista consulte con su médico.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068973L.jpg,loción hidratante eucerin ph5 piel seca y sensible cuenta con una fórmula única que ayuda a restaurar los niveles de ph. humectación por 24 horas.,https://inkafarma.pe/producto/locion-eucerin-ph5-piel-seca-sensible-400/068973,False,True,False,['aqua glicerina pantenol c15-19 alkane cetyl palmitate caprylic-capric-triglyceride cetyl alcohol hydrogenated coco-glycerides polybutene glyceryl stearate se citric acid sodium citrate tocopheryl acetate sorbitan stearate sodium cetearyl sulfate stearyl alcohol dimethicone carbomer sodium hydroxide tapioca starch trisodium edta pentylene glycol caprylyl glycol phenoxyethanol benzyl alcohol bht parfum'],['dimeticona'],P0033
bloqueador solar sport gel fps 50 non sun 100g,s/ 29.90,"['protección uva y uvb.', 'bloqueador solar crema gel. no graso.', 'hipoalergénico.', 'nsoc24975-15pe']","water, disodium edta, xanthan gum, triethanolamine, phenylbenzimidazole sulphonic acid, tribehenin peg-20 esters, lauryl peg/ppg-19/18 methicone, ethylhexyl methoxycinnamate, octocrylene, butyl methoxydibenzoylmethane, titanium dioxide, hydrated silica, dimethicone, methicone copolymer, aluminum hydroxide, c12-c15 alkyl benzoate, hexamethyldisiloxane, cyclopentasiloxane, cyclohexasiloxane, alcohol, acrylates copolymer, tapioca starch, phenoxyethanol, methylparaben, ethylparaben, propylparaben, butylparaben",usar el producto de la siguiente manera:,solo para uso externo. evite el contacto con los ojos. si se presenta alguna irritación suspenda su uso. mantener fuera del alcance de los niños.,nonsun,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/009801L.jpg,bloqueador solar sport gel fps 50 non sun protege la piel contra el sol y los daños por los rayos uva/uvb. es resistente al sudor.,https://inkafarma.pe/producto/bloqueador-solar-sport-gel-50-nonsun-tubo-100-gr/009801,False,False,True,"['water', 'disodium edta', 'xanthan gum', 'triethanolamine', 'phenylbenzimidazole sulphonic acid', 'tribehenin peg-20 esters', 'lauryl peg/ppg-19/18 methicone', 'ethylhexyl methoxycinnamate', 'octocrylene', 'butyl methoxydibenzoylmethane', 'titanium dioxide', 'hydrated silica', 'dimethicone', 'methicone copolymer', 'aluminum hydroxide', 'c12-c15 alkyl benzoate', 'hexamethyldisiloxane', 'cyclopentasiloxane', 'cyclohexasiloxane', 'alcohol', 'acrylates copolymer', 'tapioca starch', 'phenoxyethanol', 'methylparaben', 'ethylparaben', 'propylparaben', 'butylparaben']","['ácido fenilbenzimidazol sulfónico', 'alcohol', 'meticona peg/ppg-19/18 de laurilo', 'octocrileno', 'benzoato de alquilo c12-15', 'fenoxietanol', 'dimeticona', 'metoxicinamato de etilhexilo', 'hexametildisiloxano', 'almidón de tapioca', 'ciclohexasiloxano', 'ciclopentasiloxano', 'avobenzona', 'copolímero de meticona', 'dióxido de titanio', 'sílice hidratada', 'goma xantana', 'edta disódico', 'ésteres peg-20 de tribehenina', 'parabenos', 'agua', 'hidróxido de aluminio', 'trietanolamina', 'copolímero de acrilatos']",P0034
fotocorrector la roche posay anthelios oil correct,s/ 139.90,"['fotocorrector en gelcrema.', 'reduce los poros y corrige imperfecciones.', 'muy alta protección.', 'antipolución y antioxidante.', 'nsoc10815-21co']","eficacia anti imperfecciones (ácido salicílico , niacinamida , zinc , airlicium) con tecnología cellox-b3 (mexoryl xl , vitamina b3 & e, agua termal la roche posay)","aplique abundantemente el producto justo antes de exponerse al sol. distribuir uniformemente en todo el rostro, cuello y escote. aplicar 30 minutos antes de la exposición solar y re aplicar cada dos horas para mantener la alta protección. renueve frecuente y generosamente la aplicación para mantener la protección, sobre todo después de nadar, sudar o secarse con una toalla.","advertencias y precauciones: la sobreexposición al sol es un peligro para la salud. no permanezca demasiado tiempo al sol, incluso si usted utiliza un producto de protección solar, ya que no lo protege al 100% ni contra la insolación. niños y bebés: no se recomienda la exposición directamente al sol. para menores de 6 meses, consultar al médico.",la roche-posay,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/037811L.jpg,fotocorrector la roche posay anthelios oil correct ayuda a proteger y corregir imperfecciones de la piel. protege frente a la radiación solar.,https://inkafarma.pe/producto/fotocorrector-la-roche-posay-anthelios-oil-correct-frasco-50-ml/037811,True,False,True,"['eficacia anti imperfecciones (ácido salicílico', 'niacinamida', 'zinc', 'airlicium) con tecnología cellox-b3 (mexoryl xl', 'vitamina b3 & e', 'agua termal la roche posay)']","['ácido salicílico', 'niacinamida', 'agua', 'zinc', 'vitamina b3', 'airlicium']",P0035
fotoprotector invisible stick isdin 50 spf - inkafarma,s/ 89.90,"['alta protección', 'invisible y sin brillos', 'acción antioxidante', 'resistente al sudor', 'nsoc64687-24pe', '']","dicaprylyl carbonate, dibutyl adipate, hydrogenated castor oil, oryza sativa cera (oriza sativa rice bran wax), candelilla cera (euphorbia cerifera wax), cocoglycerides, bis-ethylhexyloxyphenol methoxyphenyl triazine, butyl methoxydibenzoylmethane, ethylhexyl triazone, diethylamino hydroxybenzoyl hexyl benzoate, silica, butyrospermum parkii (shea) butter, brassica campestris (rapeseed) sterols, cetearyl alcohol, panthenol, tocopheryl acetate, helianthus annuus (sunflower) seed extract, tocopherol, phaeodactylum tricornutum extract, citric acid","aplica invisible stick spf 50 generosamente sobre la piel seca, treinta minutos antes de la exposición al sol. reaplicar cada 2 horas y después de sudar, nadar, bañarse o secarse y durante la exposición al sol. si se aplica una cantidad menor, el factor de protección es menor.",evitar el contacto con los ojos y las membranas mucosas. mantener fuera del alcance de los niños. no aplicar sobre piel dañada o irritada. no aplicar sobre heridas abiertas. evitar el contacto con textiles.,isdin,,,https://inkafarma.pe/producto/fotoprotector-invisible-stick-isdin-50-spf/074116,False,False,True,"['dicaprylyl carbonate', 'dibutyl adipate', 'hydrogenated castor oil', 'oryza sativa cera (oriza sativa rice bran wax)', 'candelilla cera (euphorbia cerifera wax)', 'cocoglycerides', 'bis-ethylhexyloxyphenol methoxyphenyl triazine', 'butyl methoxydibenzoylmethane', 'ethylhexyl triazone', 'diethylamino hydroxybenzoyl hexyl benzoate', 'silica', 'butyrospermum parkii (shea) butter', 'brassica campestris (rapeseed) sterols', 'cetearyl alcohol', 'panthenol', 'tocopheryl acetate', 'helianthus annuus (sunflower) seed extract', 'tocopherol', 'phaeodactylum tricornutum extract', 'citric acid']","['pantenol', 'cera de candelilla', 'bemotrizinol', 'alcohol ceteárico', 'adipato de dibutilo', 'triazona de etilhexilo', 'cocoglicéridos', 'ácido cítrico', 'acetato de tocoferilo', 'esteroles de brassica campestris', 'tocoferol', 'avobenzona', 'carbonato de dicaprililo', 'aceite de ricino hidrogenado', 'manteca de karité', 'extracto de semilla de girasol', 'hexil benzoato de diethylamino hidroxybenzoyl', 'sílice', 'cera de salvado de arroz', 'extracto de phaeodactylum tricornutum']",P0036
gel limpiador cantabria labs biretix para piel grasa con imperfecciones - inkafarma,s/ 137.90,"['seborregulador', 'reduce la proliferación de microorganismos', 'uso diario', 'nsoc79267-17co']","biopep-15, piroctona olamina, aloe vera, extracto de hamamelis virginiana, extracto de própolis, extracto de algas",aplicar mañana y noche mediante un ligero masaje sobre la piel húmeda. dejar actuar 1-2 minutos y aclarar con abundante agua.,uso externo.,biretix,,,https://inkafarma.pe/producto/gel-limpiador-cantabrialabs-biretix-imperfecciones/077585,True,True,False,"['biopep-15', 'piroctona olamina', 'aloe vera', 'extracto de hamamelis virginiana', 'extracto de própolis', 'extracto de algas']","['piroctona olamina', 'extracto de algas', 'extracto de própolis', 'biopep-15', 'extracto de hamamelis virginiana', 'aloe vera']",P0037
gel limpiador biretix para piel grasa con imperfecciones - inkafarma,s/ 87.90,"['gel limpiador para pieles grasas con imperfecciones', 'seborregulador', 'reduce la proliferación de microorganismos', 'uso diario.']","biopep-15,piroctona olamina,aloe vera,extracto de hamamelis virginiana,extracto de própolis,extracto de algas",aplicar mañana y noche mediante un ligero masaje sobre la piel húmeda. dejar actuar 1-2 minutos y aclarar con abundante agua.,uso externo.,biretix,,,https://inkafarma.pe/producto/gel-limpiador-biretix-piel-grasa-imperfecciones/078589,True,True,False,"['biopep-15', 'piroctona olamina', 'aloe vera', 'extracto de hamamelis virginiana', 'extracto de própolis', 'extracto de algas']","['piroctona olamina', 'extracto de algas', 'extracto de própolis', 'biopep-15', 'extracto de hamamelis virginiana', 'aloe vera']",P0038
protector solar facial martiderm anti-aging 50+,s/ 125.30,"['previene y reduce los signos visibles del envejecimiento', 'aporta protección indoor y outdoor', 'mantiene la piel protegida frente a las radiaciones', 'nsoc41872-19pe']","filtros solares, pro-retinol encapsulado, extracto de cacao, proteoglicanos, complejo ácido hialurónico & silicio","aplicar sobre cara, cuello y escote masajeando hasta su total absorción. aplicar como último paso de cuidado facial diario.","uso tópico. mantener fuera del alcance de los niños. evitar contacto con ojos y mucosas. conservar en lugar fresco, seco y protegido de la luz.",martiderm,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071845L.jpg,protector solar facial martiderm anti-aging proteos screen spf50+. es de fácil absorción que previene y ayuda a reparar los signos del fotoenvejecimiento.,https://inkafarma.pe/producto/protector-solar-martiderm-anti-aging-spf50/071845,False,False,True,"['filtros solares', 'pro-retinol encapsulado', 'extracto de cacao', 'proteoglicanos', 'complejo ácido hialurónico & silicio']","['proteoglicanos', 'ácido hialurónico', 'retinol', 'extracto de cacao']",P0039
photoderm nude touch 50+ bioderma light colour,s/ 122.90,"['regula la cantidad y calidad del sebo producido cada día', 'oculta las imperfecciones y unifica la textura de la piel.', 'nsoc30812-17pe']",ácido salicílico,usar el producto de la siguiente manera:,contiene ácido salicílico,bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036348L.jpg,"photoderm nude touch 50+ bioderma light colour, brinda una protección muy alta frente a uva/uvb con un acabado limpio y textura super ligera.",https://inkafarma.pe/producto/photoderm-nude-touch-50-bioderma-light-colour/036348,False,False,True,['ácido salicílico'],['ácido salicílico'],P0040
sérum anti-imperfecciones bioderma sebium,s/ 189.90,"['anti imperfecciones:', 'elimina los granos y poros dilatados.', 'reduce las marcas por acné.', 'previene la formación de nuevas marcas.', 'efecto alisante:', 'actúa sobre los primeros signos de la edad.', 'alisa las líneas de expresión.', 'alta tolerancia:', 'fórmula suave para pieles sensibles.', 'no irrita ni causa alergias.', 'piel hidratada por más de 8 horas:', 'aporta hidratación profunda.', 'mantiene la piel suave y flexible.']",aqua/water/eaubutylene glycolglycerinpropanediolacetyl glucosaminepentylene glycolsalicylic acidxanthan gumpolysorbate 20sodium citratehydrolyzed hyaluronic acidmannitolsodium hydroxidepropyl gallatesodium metabisulfitefragrance (parfum)aminoethanesulfinic acid,aplicar unas gotas por la mañana y por la noche sobre el rostro y el cuello con la piel limpia. sigue los siguientes pasos:paso 1limpiar la piel con sébium gel moussant actif o sébium gel moussant.paso 2aplicar sébium serum por todo el rostro.paso 3masajear suavemente hasta su absorción.,en caso de alguna reacción alergica. consulte con su médico. evitar el contacto con los ojos.,bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/071184L.jpg,sérum anti-imperfecciones bioderma sebium para pieles adultas con tendencia acneica. actúa sobre las imperfecciones y sobre los primeros signos de la edad.,https://inkafarma.pe/producto/serum-anti-imperfecciones-bioderma-sebium/071184,False,True,False,['aqua/water/eaubutylene glycolglycerinpropanediolacetyl glucosaminepentylene glycolsalicylic acidxanthan gumpolysorbate 20sodium citratehydrolyzed hyaluronic acidmannitolsodium hydroxidepropyl gallatesodium metabisulfitefragrance (parfum)aminoethanesulfinic acid'],['ácido hialurónico'],P0041
crema corporal eucerin reparadora ph5 450ml,s/ 129.90,"['hidratación y cuidado corporal por 48 horas', 'con ceramidas', 'ideal para piele muy seca', 'registro sanitario nsoc00130-20co']",ceramidas,usar el producto de la siguiente manera:,producto de uso externo. evitar el contacto con los ojos. mantener fuera del alcance de los niños. si observa alguna reaccción desfavorable suspenda su uso y consulte con su médico.,eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/030503L.jpg,crema corporal eucerin advanced repair ph5 su fórmula enriquecida con ceramidas te brinda humectación por 48 horas. ideal para piel muy seca.,https://inkafarma.pe/producto/crema-eucerin-advanced-repair-450ml/030503,False,True,False,['ceramidas'],['ceramida'],P0042
sérum vichy normaderm probio bha,s/ 172.50,"['corrige las imperfecciones, los puntos negros y disminuye el tamaño de los poros.', 'reduce el exceso de sebo.', 'renueva la textura de la piel.', 'acelera la regeneración epidermica.', 'nsoc11021-21co']","5% de activos exfoliantes (salicílico , glicólico), fracciones probióticas, agua volcánica de vichy","después de limpiar el rostro, aplica 5 gotas en la mano y masajea en el rostro una vez al día, evitando el área de los ojos.recomendamos utilizar una fotoprotección diaria con un spf 20 como mínimo. en caso de irritación, espaciar las aplicaciones.",evita el contacto con los ojos. evitar la exposicion al sol. en caso de irritacion espaciar las aplicaciones. mantener fuera del alcance de los niños.,vichy,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/067312L.jpg,"sérum vichy normaderm probio bha antimperfecciones, ayuda a reducir el exceso de sebo en pieles mixtas a grasas con imperfecciones.",https://inkafarma.pe/producto/serum-vichy-normaderm-probio-bha-antimperfecciones/067312,False,True,False,"['de activos exfoliantes (salicílico', 'glicólico)', 'fracciones probióticas', 'agua volcánica de vichy']","['ácido glicólico', 'fracciones probióticas', 'agua', 'ácido salicílico']",P0043
ungüento reparador eucerin aquaphor,s/ 41.90,"['2x10ml', 'suaviza la piel seca y agrietada.', 'ayuda a acelerar la regeneración de la piel.', 'para bebés, niños y adultos.', 'libre de fragancias, alcohol y preservantes.', 'nsoc80508-17co.']","paraffinum liquidum, cera microcristallina, ceresin, lanolin alcohol, panthenol, glycerin, bisabolol","aplicar con la frecuencia que sea necesaria en las áreas afectadas. no utilizar sobre heridas abiertas, sangrantes o húmedas.","uso externo. evite el contacto directo con los ojos. mantener fuera del alcance de los niños. si observa alguna reacción desfavorable suspeda su uso, en caso persista consulte con su médico. ideal para actuar sobre las áreas afectadas del cuerpo y rostro.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/072342L.jpg,ungüento reparador eucerin aquaphor. pomada clínicamente probada para acelerar la regeneración de la piel. de venta en inkafarma online peru.,https://inkafarma.pe/producto/unguento-reparador-eucerin-aquaphor-2x10ml/072342,False,True,False,"['paraffinum liquidum', 'cera microcristallina', 'ceresin', 'lanolin alcohol', 'panthenol', 'glycerin', 'bisabolol']","['paraffinum liquidum', 'pantenol', 'bisabolol', 'cera microcristalina', 'ceresina', 'glicerina', 'alcohol de lanolina']",P0044
crema gel eucerin hyaluron filler ultra light,s/ 129.90,"['facilita a la piel un aumento inmediato de la humedad e hidratación por 72 horas', 'rellena visiblemente las líneas finas para una piel suave y saludable', 'nsoc14190-22c0']","aqua, alcohol denat., glycerin, panthenol, distarch phosphate, sodium hyaluronate, cetearyl isononanoate, isopropyl palmitate, lauroyl lysine, squalane, pantolactone, tocopherol, gellan gum, carrageenan, dehydroxanthan gum, xanthan gum, cetyl alcohol, behenyl alcohol, citric acid, lactic acid, pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate, phenoxyethanol, parfum","aplicar como primer paso de su rutina de cuidado, masajear suavemente sobre la piel bien limpia y esperar que absorba. no lo use en el área de los ojos.","uso externo. si observa alguna reacción desfavorable, suspenda su uso; si persiste, consulte a su médico. evite el contacto directo con los ojos. mantener fuera del alcance de los niños y almacenado en un lugar seco y alejado de la luz. la eficacia del producto depende del uso de acuerdo a las condiciones indicadas en el rótulo.",eucerin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/066938L.jpg,"crema gel eucerin hyaluron filler ultra light, facilita a la piel un aumento inmediato de la humedad e hidratación por 72 horas. rellena las arrugas.",https://inkafarma.pe/producto/crema-gel-eucerin-hyaluron-filler-ultra-light-50/066938,False,True,False,"['aqua', 'alcohol denat.', 'glycerin', 'panthenol', 'distarch phosphate', 'sodium hyaluronate', 'cetearyl isononanoate', 'isopropyl palmitate', 'lauroyl lysine', 'squalane', 'pantolactone', 'tocopherol', 'gellan gum', 'carrageenan', 'dehydroxanthan gum', 'xanthan gum', 'cetyl alcohol', 'behenyl alcohol', 'citric acid', 'lactic acid', 'pentaerythrityl tetra-di-t-butyl hydroxyhydrocinnamate', 'phenoxyethanol', 'parfum']","['pantenol', 'hialuronato de sodio', 'escualano', 'pantolactona', 'alcohol denaturado', 'fenoxietanol', 'alcohol cetílico', 'ácido cítrico', 'hidroxihidrocinamato de pentaeritritilo tetra-di-t-butilo', 'carragenina', 'ácido láctico', 'tocoferol', 'goma de gellan', 'fosfato de distarch', 'lisina lauroil', 'alcohol behenílico', 'isononanoato de cetearyl', 'goma xantana', 'palmitato de isopropilo', 'glicerina', 'agua', 'fragancia']",P0045
fotoprotector isdin hydrolotion fps 50 200ml,s/ 124.90,"['apto para piel sensible.', 'sin alcohol. con fórmula biodegradable.', 'resistente al agua.', 'nsoh00012-10pe']","aqua (water), dibutyl adipate, isohexadecane, undecane, octocrylene, propanediol, tridecane, dicaprylyl carbonate, butyl methoxydibenzoylmethane, ethylhexyl salicylate, 4-methylbenzylidene camphor, glycerin, phenylbenzimidazole sulfonic acid,   , sodium chloride, phenylpropanol, parfum (fragrance), caprylyl glycol, tocopheryl acetate, disodium edta, magnesium aspartate, zinc gluconate, phenoxyethanol, copper gluconate, tocopherol, linalool, alpha-isomethyl ionone, ci 42090 (blue 1), green 6 (ci 61565), violet 2 (ci 60725)",usar el producto de la siguiente manera:,mantenga los bebés y niños fuera de la luz solar directa. evitar el contacto con ojos y mucosas.  mantener el producto fuera del alcance de los niños. evitar vaporizar sobre el rostro. no pulverizar cerca de los ojos ni sobre piel irritada o dañada. testado dermatológicamente. apto para piel sensible. no sensibilizante. resistente al agua. fórmula biodegradable.,isdin,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/036491L.jpg,fotoprotector isdin hydrolotion fps 50 es el primer fotoprotector de isdin oxigena y protege tu piel. apto para pieles sensibles.,https://inkafarma.pe/producto/fotoprotector-isdin-hydrolotion-spf-50/036491,False,False,True,"['aqua (water)', 'dibutyl adipate', 'isohexadecane', 'undecane', 'octocrylene', 'propanediol', 'tridecane', 'dicaprylyl carbonate', 'butyl methoxydibenzoylmethane', 'ethylhexyl salicylate', '4-methylbenzylidene camphor', 'glycerin', 'phenylbenzimidazole sulfonic acid', '', 'sodium chloride', 'phenylpropanol', 'parfum (fragrance)', 'caprylyl glycol', 'tocopheryl acetate', 'disodium edta', 'magnesium aspartate', 'zinc gluconate', 'phenoxyethanol', 'copper gluconate', 'tocopherol', 'linalool', 'alpha-isomethyl ionone', 'ci 42090 (blue 1)', 'green 6 (ci 61565)', 'violet 2 (ci 60725)']","['ácido fenilbenzimidazol sulfónico', 'verde 6 (ci 61565)', 'capriloil glicol', 'fenilpropanol', 'octocrileno', 'tridecano', 'fenoxietanol', 'alfa-isometilionona', 'adipato de dibutilo', 'cloruro de sodio', 'gluconato de cobre', 'undecano', 'camfóro 4-metilbenzilideno', 'salicilato de etilhexilo', 'acetato de tocoferilo', 'linalol', 'tocoferol', 'azul ci 42090', 'violeta 2 (ci 60725)', 'gluconato de zinc', 'propanodiol', 'carbonato de dicaprililo', 'edta disódico', 'glicerina', 'agua', 'avobenzona', 'fragancia', 'isohexadecano', 'aspartato de magnesio']",P0046
bioderma sebium kerato+ anti-imperfecciones,s/ 113.90,"['anti-imperfecciones: reduce las marcas existentes y previene la formación de otras nuevas', 'alta tolerancia', '8 horas de hidratación', 'no reseca la piel..', 'nsoc59787-23pe']","aqua/water/eau,di-c12-13 alkyl malate,propanediol,propylheptyl caprylate,glycerin,salicylic acid,sodium polyacryloyldimethyl taurate,arachidyl alcohol,dimethicone,cetearyl alcohol,behenyl alcohol, coco-glucoside,arachidyl glucoside,sodium hydroxide, sodium citrate ,chondrus crispus extract ,mannitol ,propyl gallate ,xylitol, rhamnose ,sodium metabisulfite, tocopherol, fragrance (parfum)","aplicar por la mañana y/o por la noche sobre la piel limpia y seca. puede aplicarse en todo el rostro o solo en las zonas problemáticas. debe utilizarse en cuanto se perciben las primeras sensaciones de la aparición de granos. en caso de exposición al sol, aplicar una protección solar adecuada.","uso para adolescentes, jóvenes y adultos. en caso de alguna reacción alergica. consulte con su médico.",bioderma,https://dcuk1cxrnzjkh.cloudfront.net/imagesproducto/068473L.jpg,"bioderma sebium kerato+ anti-imperfecciones gel crema. es eficaz para reducir las imperfecciones como granos, puntos negros y las marcas de acné visibles.",https://inkafarma.pe/producto/gel-crema-bioderma-sebium-kerato-30-ml/068473,False,True,False,"['aqua/water/eau', 'di-c12-13 alkyl malate', 'propanediol', 'propylheptyl caprylate', 'glycerin', 'salicylic acid', 'sodium polyacryloyldimethyl taurate', 'arachidyl alcohol', 'dimethicone', 'cetearyl alcohol', 'behenyl alcohol', 'coco-glucoside', 'arachidyl glucoside', 'sodium hydroxide', 'sodium citrate', 'chondrus crispus extract', 'mannitol', 'propyl gallate', 'xylitol', 'rhamnose', 'sodium metabisulfite', 'tocopherol', 'fragrance (parfum)']","['extracto de chondrus crispus', 'coco-glucósido', 'ramnosa', 'glucósido aráquidico', 'galato de propilo', 'metabisulfito de sodio', 'alcohol ceteárico', 'hidróxido de sodio', 'caprilato de propilheptilo', 'di-c12-13 alquil malato', 'dimeticona', 'tocoferol', 'alcohol behenílico', 'manitol', 'propanodiol', 'taurato de sodio poliacrilodimetilo', 'xilitol', 'ácido salicílico', 'glicerina', 'agua', 'fragancia', 'alcohol aráquidico', 'citrato de sodio']",P0047
